Date,Hours,Playgroup Name,Location Name,Location Address,Area,Registration Required,Language,URL,Organizer,Age Group,Time of Day,Day of Week
2023-12-19,09:00 - 12:30,Playgroup (0-6 years),Holy Trinity Catholic High School,180 Katimavik Road (entrance on McGibbon Drive),West,No,English,https://www.ocsb.ca/parents/child-care/,OCSB,Kids,Morning,Tuesday
2023-12-19,09:00 - 12:30,Playgroup (0-6 years),St. Peter High School,750 Charlemagne Boulevard,East,No,English,https://www.ocsb.ca/parents/child-care/,OCSB,Kids,Morning,Tuesday
2023-12-19,09:00 - 13:00,Playgroup (0-6 years),Prince of Peace School,1620 Heatherington Road,South,No,English,https://www.ocsb.ca/parents/child-care/,OCSB,Kids,Morning,Tuesday
2023-12-19,09:00 - 13:00,Playgroup (0-6 years),Our Lady of Mount Carmel School,675 Gardenvale Road,East,No,English,https://www.ocsb.ca/parents/child-care/,OCSB,Kids,Morning,Tuesday
2023-12-19,09:15 - 11:15,Playgroup Bells Corners,Bells Corner,681 Seyton Dr.,West,No,English,http://www.pqchc.com/children-family-services/early-on/,PQCHC,Kids,Morning,Tuesday
2023-12-19,09:30 - 11:00,Westboro Infant Drop-In Playgroup,Mothercraft Ottawa,475 Evered,Central,No,English,https://mothercraft.com/venues/ontario-early-years-centre/,Mothercraft,Babies,Morning,Tuesday
2023-12-19,09:30 - 11:00,Forest and Nature,Coronation Park,Meet at corner of Bloor Ave. and Crestwood Pl. ,East,No,English,https://www.afchildrensservices.ca/earlyon-child-and-family-centre/monthly-programming-schedule/,AF Children Services,Kids,Morning,Tuesday
2023-12-19,09:30 - 11:00,Chapman Mills Playgroup,Chapman Mills,424 Chapman Mills Dr,West,No,English,https://www.cityviewcentre.ca/playgroups,City View Centre,Kids,Morning,Tuesday
2023-12-19,09:30 - 11:00,Barrhaven United Church Playgroup,Barrhaven United Church,3013 Jockvale Rd,West,No,English,https://www.cityviewcentre.ca/playgroups,City View Centre,Kids,Morning,Tuesday
2023-12-19,09:30 - 11:00,English playgroup ,OCCRC,240 Centrum Blvd,East,No,English,https://events-evenements.crcoc.ca/events-evenements/category/early-on-y-va/,CRCOC,Kids,Morning,Tuesday
2023-12-19,09:30 - 11:00,Laroche Park English Playgroup,Laroche Park,51 Stonehurst Ave.,Central,Yes,English,https://www.eventbrite.ca/o/somerset-west-chc-children-and-youth-31905786993,SWCHC,Kids,Morning,Tuesday
2023-12-19,09:30 - 11:30,Overbrook Playgroup,Overbrook Community Centre,33 Quill st.,East,No,Bilingual,https://www.cscvanier.com/en/family/preschool/playgroups,CSC Vanier,Kids,Morning,Tuesday
2023-12-19,09:30 - 11:30,Playgroup Pinecrest Queensway,Pinecrest Queensway Community Health Centre,1365 Richmond Road,West,No,English,http://www.pqchc.com/children-family-services/early-on/,PQCHC,Kids,Morning,Tuesday
2023-12-19,09:30 - 11:30,Playgroup,Cedarwood,2850 Cedarwood Cr.,South,No,English,https://www.seochc.on.ca/programs-and-services/children-and-family/about-early-years-and-earlyon-services/,SEOCHC,Kids,Morning,Tuesday
2023-12-19,09:30 - 11:30,Open drop-in,Carp Memorial Hall,434 Donald B. Munro Dr.,West,No,English,https://wocrc.ca/program/earlyon-cfc-programs-and-workshops/,WOCRC,Kids,Morning,Tuesday
2023-12-19,09:30 - 11:30,Open drop-in,Bethel St-Andrew's United Church, Fitzroy Harbour,184 Jack Lougheed Way,West,No,English,https://wocrc.ca/program/earlyon-cfc-programs-and-workshops/,WOCRC,Kids,Morning,Tuesday
2023-12-19,09:30 - 11:30,Little Movers,Glen Cairn Community Centre,190 Morrena Rd.,West,No,English,https://wocrc.ca/program/earlyon-cfc-programs-and-workshops/,WOCRC,Kids,Morning,Tuesday
2023-12-19,09:30 - 11:30,Groupe de jeu,École Des Voyageurs ,6030 prom. Voyageur,East,No,French,https://lacoccinelle.com/centre-on-y-va,La Coccinelle,Kids,Morning,Tuesday
2023-12-19,09:30 - 11:30,Playgroup Bethany Baptist,Bethany Baptist Gym,382 Centrepointe (use side door),West,No,English,http://www.pqchc.com/children-family-services/early-on/,PQCHC,Kids,Morning,Tuesday
2023-12-19,09:30 - 12:00,Playgroup,Heatherington Family Centre,1495 Heatherington Rd,South,No,English,https://www.seochc.on.ca/programs-and-services/children-and-family/about-early-years-and-earlyon-services/,SEOCHC,Kids,Morning,Tuesday
2023-12-19,09:30 - 13:00,EarlyON Playgroup,Carleton Heights Public School,1660 Prince of Wales Drive, Room 100,South,No,English,https://www.ocdsb.ca/cms/One.aspx?portalId=55478&pageId=212978,OCDSB,Kids,Morning,Tuesday
2023-12-19,09:30 - 13:00,EarlyON Playgroup,Featherston Drive Public School,1801 Featherston Drive, Room 123,South,No,English,https://www.ocdsb.ca/cms/One.aspx?portalId=55478&pageId=212978,OCDSB,Kids,Morning,Tuesday
2023-12-19,09:30 - 13:00,EarlyON Playgroup,Queen Mary Street Public School,557 Queen Mary Street, Room 117,East,No,English,https://www.ocdsb.ca/cms/One.aspx?portalId=55478&pageId=212978,OCDSB,Kids,Morning,Tuesday
2023-12-19,09:30 - 13:00,EarlyON Playgroup,Agincourt Road Public School,1250 Agincourt Road, Room 123,West,No,English,https://www.ocdsb.ca/cms/One.aspx?portalId=55478&pageId=212978,OCDSB,Kids,Morning,Tuesday
2023-12-19,10:00 - 11:30,EarlyON Playgroup,Minto Party Room,1341 Meadowlands Dr.,West,No,English,https://nrocrc.org/,NROCRC,Kids,Morning,Tuesday
2023-12-19,10:00 - 11:30,Playgroup at Primrose Park,Primrose Park,179 Primrose Ave,Central,Yes,English,https://www.eventbrite.ca/o/somerset-west-chc-children-and-youth-31905786993,SWCHC,Kids,Morning,Tuesday
2023-12-19,10:00 - 12:00,Greely Playgroup,Greely,1448 Meadow Dr, Greely,South,No,English,https://www.ruralfamilyconnections.ca/programs/earlyon,Rural Family Connections,Kids,Morning,Tuesday
2023-12-19,10:00 - 12:00,English/Mandarin Playgroup,Somerset West Community Health Centre,755 Somerset St W,Central,Yes,English & Mandarin,https://www.eventbrite.ca/o/somerset-west-chc-children-and-youth-31905786993,SWCHC,Kids,Morning,Tuesday
2023-12-19,10:15 - 11:30,Indoor Playgroup,City View Centre,1099 Longfields Dr.,West,No,English,https://www.cityviewcentre.ca/playgroups,City View Centre,Kids,Morning,Tuesday
2023-12-19,12:00 - 14:00,Lunch and Play,Somerset West Community Health Centre,755 Somerset St W,Central,Yes,English,https://www.eventbrite.ca/o/somerset-west-chc-children-and-youth-31905786993,SWCHC,Kids,Afternoon,Tuesday
2023-12-19,13:00 - 14:30,Parent Connection Group (0 - 24 months),Heatherington Family Centre,1495 Heatherington Rd,South,No,English,https://www.seochc.on.ca/programs-and-services/children-and-family/about-early-years-and-earlyon-services/,SEOCHC,Babies,Afternoon,Tuesday
2023-12-19,13:00 - 15:00,Baby and me,Carp Memorial Hall,434 Donald B. Munro Dr.,West,No,English,https://wocrc.ca/program/earlyon-cfc-programs-and-workshops/,WOCRC,Babies,Afternoon,Tuesday
2023-12-19,13:15 - 15:15,Playgroup (0-6 years),Holy Trinity Catholic High School,180 Katimavik Road (entrance on McGibbon Drive),West,No,English,https://www.ocsb.ca/parents/child-care/,OCSB,Kids,Afternoon,Tuesday
2023-12-19,13:15 - 15:15,Baby and Me Playgroup (0-18 months),St. Peter High School,750 Charlemagne Boulevard,East,No,English,https://www.ocsb.ca/parents/child-care/,OCSB,Babies,Afternoon,Tuesday
2023-12-19,13:30 - 15:00,0-6 years Playgroup,Centretown Community Health Center,420 Cooper St.,Central,Yes,English,https://www.centretownchc.org/calendar,Centretown CHC,Kids,Afternoon,Tuesday
2023-12-19,13:30 - 15:00,Baby Playgroup,City View Centre,1099 Longfields Dr.,West,No,English,https://www.cityviewcentre.ca/playgroups,City View Centre,Babies,Afternoon,Tuesday
2023-12-19,13:30 - 15:30,Baby and Me playgroup,CSC Vanier,270 Marier Ave.,East,No,Bilingual,https://www.cscvanier.com/en/family/preschool/playgroups,CSC Vanier,Babies,Afternoon,Tuesday
2023-12-19,13:30 - 15:30,Playgroup Bayshore,Bayshore,210 Woodridge Cr. Unit 101 (Dial 101 from lobby),West,No,English,http://www.pqchc.com/children-family-services/early-on/,PQCHC,Kids,Afternoon,Tuesday
2023-12-19,13:30 - 15:30,0-6 years Playgroup,Don Reid,2330 Don Reid Dr.,South,No,English,https://www.afchildrensservices.ca/earlyon-child-and-family-centre/monthly-programming-schedule/,AF Children Services,Kids,Afternoon,Tuesday
2023-12-19,13:30 - 15:30,Into the Woods,Riverside,Meet by the path in the parking lot of Riverside United Church, 3191 Riverside,South,No,English,https://www.afchildrensservices.ca/earlyon-child-and-family-centre/monthly-programming-schedule/,AF Children Services,Kids,Afternoon,Tuesday
2023-12-19,16:30 - 18:30,English Playgroup,Somerset West Community Health Centre,755 Somerset St W,Central,Yes,English,https://www.eventbrite.ca/o/somerset-west-chc-children-and-youth-31905786993,SWCHC,Kids,Evening,Tuesday
2023-12-19,17:00 - 19:00,Playgroup (0-6 years),Parent Resource Centre,300 Goulburn Cr,Central,No,English,https://parentresource.ca/earlyon-programs-and-services/,PRC,Kids,Evening,Tuesday
2023-12-19,17:30 - 19:00,Indoor Playgroup,City View Centre,1099 Longfields Dr.,West,No,English,https://www.cityviewcentre.ca/playgroups,City View Centre,Kids,Evening,Tuesday
2023-12-19,17:30 - 19:30,Playgroup Pinecrest Queensway,Pinecrest Queensway Community Health Centre,1365 Richmond Road,West,No,English,http://www.pqchc.com/children-family-services/early-on/,PQCHC,Kids,Evening,Tuesday
2023-12-20,08:30 - 12:30,Playgroup (0-6 years),Divine Infant School,8100 Jeanne D’Arc Blvd,East,No,English,https://www.ocsb.ca/parents/child-care/,OCSB,Kids,Morning,Wednesday
2023-12-20,08:30 - 13:30,EarlyON Playgroup,Carlington Community Health Centre,900 Merivale,West,No,English,https://carlingtonchc.com/programs-and-services/families/earlyon-and-child-playgroups/,Carlington CHC,Kids,Morning,Wednesday
2023-12-20,08:45 - 12:45,Playgroup (0-6 years),St. Elizabeth School,1366 Coldrey Avenue,West,No,English,https://www.ocsb.ca/parents/child-care/,OCSB,Kids,Morning,Wednesday
2023-12-20,09:00 - 11:00,Caregiver Playgroup (0-6 years),Parent Resource Centre,300 Goulburn Cr,Central,No,English,https://parentresource.ca/earlyon-programs-and-services/,PRC,Kids,Morning,Wednesday
2023-12-20,09:00 - 11:00,Les Libellules (French playgroup),Somerset West Community Health Centre,30 Rosemount Ave,Central,Yes,French,https://www.eventbrite.ca/o/somerset-west-chc-children-and-youth-31905786993,SWCHC,Kids,Morning,Wednesday
2023-12-20,09:00 - 11:15,0-6 years Playgroup,McLean Cooperative,343 Parkin Circle,South,No,English,https://www.afchildrensservices.ca/earlyon-child-and-family-centre/monthly-programming-schedule/,AF Children Services,Kids,Morning,Wednesday
2023-12-20,09:00 - 11:30,Metcalfe Playgroup,Metcalfe,8243 Victoria Street, Metcalfe,South,No,English,https://www.ruralfamilyconnections.ca/programs/earlyon,Rural Family Connections,Kids,Morning,Wednesday
2023-12-20,09:00 - 11:30,0-6 years Playgroup,Don Reid,2330 Don Reid Dr.,South,No,English,https://www.afchildrensservices.ca/earlyon-child-and-family-centre/monthly-programming-schedule/,AF Children Services,Kids,Morning,Wednesday
2023-12-20,09:00 - 11:30,0-6 years Playgroup,Hunt Club Riverside,3320 Paul Anka Dr. ,South,No,English,https://www.afchildrensservices.ca/earlyon-child-and-family-centre/monthly-programming-schedule/,AF Children Services,Kids,Morning,Wednesday
2023-12-20,09:00 - 11:30,Outdoor Playgroup,McCarthy Park,3320 Paul Anka Dr. ,South,No,English,https://www.afchildrensservices.ca/earlyon-child-and-family-centre/monthly-programming-schedule/,AF Children Services,Kids,Morning,Wednesday
2023-12-20,09:00 - 11:30,Groupe de jeu,École Béatrice-Desloges,1999, av. Provence,East,No,French,https://lacoccinelle.com/centre-on-y-va,La Coccinelle,Kids,Morning,Wednesday
2023-12-20,09:00 - 11:30,Maison Francophonie,Maison Francophonie,2720 Richmond,West,No,French,https://grandirensemble.ca/services-a-la-petite-enfance-et-a-la-famille/centre-on-y-va-grandir-ensemble/,Grandir ensemble,Kids,Morning,Wednesday
2023-12-20,09:00 - 12:00,North Gower Playgroup,North Gower,2300 Community Way, North Gower,South,No,English,https://www.ruralfamilyconnections.ca/programs/earlyon,Rural Family Connections,Kids,Morning,Wednesday
2023-12-20,09:00 - 12:30,EarlyON Playgroup,Cambridge Street Community Public School,250 Cambridge Street North, Room 115,Central,No,English,https://www.ocdsb.ca/cms/One.aspx?portalId=55478&pageId=212978,OCDSB,Kids,Morning,Wednesday
2023-12-20,09:00 - 12:30,EarlyON Playgroup,Charles H. Hulse Public School,2605 Alta Vista Drive, Room 119,South,No,English,https://www.ocdsb.ca/cms/One.aspx?portalId=55478&pageId=212978,OCDSB,Kids,Morning,Wednesday
2023-12-20,09:00 - 12:30,EarlyON Playgroup,Hilson Avenue Public School,407 Hilson Avenue, Room 121,West,No,English,https://www.ocdsb.ca/cms/One.aspx?portalId=55478&pageId=212978,OCDSB,Kids,Morning,Wednesday
2023-12-20,09:00 - 12:30,EarlyON Playgroup,York Street Public School,310 York Street, Room B016,Central,No,English,https://www.ocdsb.ca/cms/One.aspx?portalId=55478&pageId=212978,OCDSB,Kids,Morning,Wednesday
2023-12-20,09:00 - 12:30,Playgroup (0-6 years),Holy Trinity Catholic High School,180 Katimavik Road (entrance on McGibbon Drive),West,No,English,https://www.ocsb.ca/parents/child-care/,OCSB,Kids,Morning,Wednesday
2023-12-20,09:00 - 12:30,Playgroup (0-6 years),St. Peter High School,750 Charlemagne Boulevard,East,No,English,https://www.ocsb.ca/parents/child-care/,OCSB,Kids,Morning,Wednesday
2023-12-20,09:00 - 13:00,Playgroup (0-6 years),Prince of Peace School,1620 Heatherington Road,South,No,English,https://www.ocsb.ca/parents/child-care/,OCSB,Kids,Morning,Wednesday
2023-12-20,09:00 - 13:00,Playgroup (0-6 years),Our Lady of Mount Carmel School,675 Gardenvale Road,East,No,English,https://www.ocsb.ca/parents/child-care/,OCSB,Kids,Morning,Wednesday
2023-12-20,09:30 - 11:00,Parent & Caregiver Drop-In Playgroup,Farley Mowat Public School ,75 Waterbridge dr.,South,No,English,https://mothercraft.com/venues/ontario-early-years-centre/,Mothercraft,Kids,Morning,Wednesday
2023-12-20,09:30 - 11:00,0-6 years Playgroup,Centretown Community Health Center,420 Cooper St.,Central,Yes,English,https://www.centretownchc.org/calendar,Centretown CHC,Kids,Morning,Wednesday
2023-12-20,09:30 - 11:00,Haven Playgroup Multi-faith Housing Community,The Haven,435 Via Verona Ave,West,No,English,https://www.cityviewcentre.ca/playgroups,City View Centre,Kids,Morning,Wednesday
2023-12-20,09:30 - 11:00,Playgroup at the Cumberland Arena,R.J. Kennedy Arena,1115 Dunning Road,East,No,English,https://events-evenements.crcoc.ca/events-evenements/category/early-on-y-va/,CRCOC,Kids,Morning,Wednesday
2023-12-20,09:30 - 11:00,École Lamoureux,École Lamoureux,2450 ave. Kaladar,South,No,French,https://grandirensemble.ca/services-a-la-petite-enfance-et-a-la-famille/centre-on-y-va-grandir-ensemble/,Grandir ensemble,Kids,Morning,Wednesday
2023-12-20,09:30 - 11:30,Jules Morin Francophone Playgroup,Pavillon Jules Morin,400 Clarence,East,No,French,https://www.cscvanier.com/en/family/preschool/playgroups,CSC Vanier,Kids,Morning,Wednesday
2023-12-20,09:30 - 11:30,Playgroup Pinecrest Queensway,Pinecrest Queensway Community Health Centre,1365 Richmond Road,West,No,English,http://www.pqchc.com/children-family-services/early-on/,PQCHC,Kids,Morning,Wednesday
2023-12-20,09:30 - 11:30,Open drop-in,Western Ottawa Community Resource Centre,2 MacNeil Court,West,No,English,https://wocrc.ca/program/earlyon-cfc-programs-and-workshops/,WOCRC,Kids,Morning,Wednesday
2023-12-20,09:30 - 11:30,Open drop-in,Stittsville St-Andrew's Presbitarian Church,2 Mulkin St. Sttisville,West,No,English,https://wocrc.ca/program/earlyon-cfc-programs-and-workshops/,WOCRC,Kids,Morning,Wednesday
2023-12-20,09:30 - 11:30,Open drop-in,Bethel St-Andrew's United Church, Fitzroy Harbour,184 Jack Lougheed Way,West,No,English,https://wocrc.ca/program/earlyon-cfc-programs-and-workshops/,WOCRC,Kids,Morning,Wednesday
2023-12-20,09:30 - 11:30,Groupe de jeu,École Des Voyageurs ,6030 prom. Voyageur,East,No,French,https://lacoccinelle.com/centre-on-y-va,La Coccinelle,Kids,Morning,Wednesday
2023-12-20,09:30 - 11:30,Playgroup Bayshore,Bayshore,210 Woodridge Cr. Unit 101 (Dial 101 from lobby),West,No,English,http://www.pqchc.com/children-family-services/early-on/,PQCHC,Kids,Morning,Wednesday
2023-12-20,09:30 - 12:00,Playgroup,Heatherington Family Centre,1495 Heatherington Rd,South,No,English,https://www.seochc.on.ca/programs-and-services/children-and-family/about-early-years-and-earlyon-services/,SEOCHC,Kids,Morning,Wednesday
2023-12-20,09:30 - 12:00,Playgroup,Bank Street,1355 Bank St. 6th florr,South,No,English,https://www.seochc.on.ca/programs-and-services/children-and-family/about-early-years-and-earlyon-services/,SEOCHC,Kids,Morning,Wednesday
2023-12-20,09:30 - 13:00,EarlyON Playgroup,Carleton Heights Public School,1660 Prince of Wales Drive, Room 100,South,No,English,https://www.ocdsb.ca/cms/One.aspx?portalId=55478&pageId=212978,OCDSB,Kids,Morning,Wednesday
2023-12-20,09:30 - 13:00,EarlyON Playgroup,Featherston Drive Public School,1801 Featherston Drive, Room 123,South,No,English,https://www.ocdsb.ca/cms/One.aspx?portalId=55478&pageId=212978,OCDSB,Kids,Morning,Wednesday
2023-12-20,09:30 - 13:00,EarlyON Playgroup,Queen Mary Street Public School,557 Queen Mary Street, Room 117,East,No,English,https://www.ocdsb.ca/cms/One.aspx?portalId=55478&pageId=212978,OCDSB,Kids,Morning,Wednesday
2023-12-20,09:30 - 13:00,EarlyON Playgroup,Agincourt Road Public School,1250 Agincourt Road, Room 123,West,No,English,https://www.ocdsb.ca/cms/One.aspx?portalId=55478&pageId=212978,OCDSB,Kids,Morning,Wednesday
2023-12-20,10:00 - 11:30,Forest Group,Forest,300 Av. des Pères-Blancs,East,No,Bilingual,https://www.cscvanier.com/en/family/preschool/playgroups,CSC Vanier,Kids,Morning,Wednesday
2023-12-20,10:00 - 11:30,EarlyON Playgroup,Margaret Rywak Community Building,68 Knoxdale Rd.,West,No,English,https://nrocrc.org/,NROCRC,Kids,Morning,Wednesday
2023-12-20,10:00 - 12:00,Baby and Toddler Playgroup,Somerset West Community Health Centre,755 Somerset St W,Central,Yes,English & Arabic,https://www.eventbrite.ca/o/somerset-west-chc-children-and-youth-31905786993,SWCHC,Babies,Morning,Wednesday
2023-12-20,13:00 - 15:00,Me & My Baby (0-18 months),Parent Resource Centre,300 Goulburn Cr,Central,No,English,https://parentresource.ca/earlyon-programs-and-services/,PRC,Babies,Afternoon,Wednesday
2023-12-20,13:00 - 15:00,Baby and me,Western Ottawa Community Resource Centre,2 MacNeil Court,West,No,English,https://wocrc.ca/program/earlyon-cfc-programs-and-workshops/,WOCRC,Babies,Afternoon,Wednesday
2023-12-20,13:30 - 15:00,Outdoor Playgroup,City View Centre,1099 Longfields Dr.,West,No,English,https://www.cityviewcentre.ca/playgroups,City View Centre,Kids,Afternoon,Wednesday
2023-12-20,13:30 - 15:30,Metcalfe Playgroup,Metcalfe,8243 Victoria Street, Metcalfe,South,No,English,https://www.ruralfamilyconnections.ca/programs/earlyon,Rural Family Connections,Kids,Afternoon,Wednesday
2023-12-20,13:30 - 15:30,Infant Crawlers,Pinecrest Queensway Community Health Centre,1365 Richmond Road,West,No,English,http://www.pqchc.com/children-family-services/early-on/,PQCHC,Babies,Afternoon,Wednesday
2023-12-20,13:30 - 15:30,Tiny Toes Playgroup (0-12 months),Centretown Community Health Center,420 Cooper St.,Central,Yes,English,https://www.centretownchc.org/calendar,Centretown CHC,Babies,Afternoon,Wednesday
2023-12-20,16:00 - 19:00,Arabic Playgroup,Somerset West Community Health Centre,755 Somerset St W,Central,Yes,Arabic,https://www.eventbrite.ca/o/somerset-west-chc-children-and-youth-31905786993,SWCHC,Kids,Evening,Wednesday
2023-12-20,17:00 - 19:00,Open drop-in,Western Ottawa Community Resource Centre,2 MacNeil Court,West,No,English,https://wocrc.ca/program/earlyon-cfc-programs-and-workshops/,WOCRC,Kids,Evening,Wednesday
2023-12-21,08:30 - 12:30,Playgroup (0-6 years),Divine Infant School,8100 Jeanne D’Arc Blvd,East,No,English,https://www.ocsb.ca/parents/child-care/,OCSB,Kids,Morning,Thursday
2023-12-21,08:45 - 12:45,Playgroup (0-6 years),St. Elizabeth School,1366 Coldrey Avenue,West,No,English,https://www.ocsb.ca/parents/child-care/,OCSB,Kids,Morning,Thursday
2023-12-21,09:00 - 11:00,Bilingual Playgroup,CSC Vanier,270 Marier Ave.,East,No,Bilingual,https://www.cscvanier.com/en/family/preschool/playgroups,CSC Vanier,Kids,Morning,Thursday
2023-12-21,09:00 - 11:00,Jules Morin Bilingual Playgroup,Pavillon Jules Morin,400 Clarence,East,No,Bilingual,https://www.cscvanier.com/en/family/preschool/playgroups,CSC Vanier,Kids,Morning,Thursday
2023-12-21,09:00 - 11:00,Playgroup (0-6 years),Parent Resource Centre,300 Goulburn Cr,Central,No,English,https://parentresource.ca/earlyon-programs-and-services/,PRC,Kids,Morning,Thursday
2023-12-21,09:00 - 11:15,0-6 years Playgroup,McLean Cooperative,343 Parkin Circle,South,No,English,https://www.afchildrensservices.ca/earlyon-child-and-family-centre/monthly-programming-schedule/,AF Children Services,Kids,Morning,Thursday
2023-12-21,09:00 - 11:30,0-6 years Playgroup,Don Reid,2330 Don Reid Dr.,South,No,English,https://www.afchildrensservices.ca/earlyon-child-and-family-centre/monthly-programming-schedule/,AF Children Services,Kids,Morning,Thursday
2023-12-21,09:00 - 11:30,Groupe de jeu,École Béatrice-Desloges,1999, av. Provence,East,No,French,https://lacoccinelle.com/centre-on-y-va,La Coccinelle,Kids,Morning,Thursday
2023-12-21,09:00 - 11:30,École Jean-Robert Gauthier,École Jean-Robert Gauthier,651 Chapman Mills,West,No,French,https://grandirensemble.ca/services-a-la-petite-enfance-et-a-la-famille/centre-on-y-va-grandir-ensemble/,Grandir ensemble,Kids,Morning,Thursday
2023-12-21,09:00 - 12:00,Kars Playgroup,Kars,1604 Old Wellington St, Kars,South,No,English,https://www.ruralfamilyconnections.ca/programs/earlyon,Rural Family Connections,Kids,Morning,Thursday
2023-12-21,09:00 - 12:30,EarlyON Playgroup,Cambridge Street Community Public School,250 Cambridge Street North, Room 115,Central,No,English,https://www.ocdsb.ca/cms/One.aspx?portalId=55478&pageId=212978,OCDSB,Kids,Morning,Thursday
2023-12-21,09:00 - 12:30,EarlyON Playgroup,Charles H. Hulse Public School,2605 Alta Vista Drive, Room 119,South,No,English,https://www.ocdsb.ca/cms/One.aspx?portalId=55478&pageId=212978,OCDSB,Kids,Morning,Thursday
2023-12-21,09:00 - 12:30,EarlyON Playgroup,Hilson Avenue Public School,407 Hilson Avenue, Room 121,West,No,English,https://www.ocdsb.ca/cms/One.aspx?portalId=55478&pageId=212978,OCDSB,Kids,Morning,Thursday
2023-12-21,09:00 - 12:30,EarlyON Playgroup,York Street Public School,310 York Street, Room B016,Central,No,English,https://www.ocdsb.ca/cms/One.aspx?portalId=55478&pageId=212978,OCDSB,Kids,Morning,Thursday
2023-12-21,09:00 - 12:30,Playgroup (0-6 years),Holy Trinity Catholic High School,180 Katimavik Road (entrance on McGibbon Drive),West,No,English,https://www.ocsb.ca/parents/child-care/,OCSB,Kids,Morning,Thursday
2023-12-21,09:00 - 12:30,Playgroup (0-6 years),St. Peter High School,750 Charlemagne Boulevard,East,No,English,https://www.ocsb.ca/parents/child-care/,OCSB,Kids,Morning,Thursday
2023-12-21,09:00 - 13:00,Playgroup (0-6 years),Prince of Peace School,1620 Heatherington Road,South,No,English,https://www.ocsb.ca/parents/child-care/,OCSB,Kids,Morning,Thursday
2023-12-21,09:00 - 13:00,Playgroup (0-6 years),Our Lady of Mount Carmel School,675 Gardenvale Road,East,No,English,https://www.ocsb.ca/parents/child-care/,OCSB,Kids,Morning,Thursday
2023-12-21,09:15 - 11:15,Playgroup Bells Corners,Bells Corner,681 Seyton Dr.,West,No,English,http://www.pqchc.com/children-family-services/early-on/,PQCHC,Kids,Morning,Thursday
2023-12-21,09:30 - 11:00,Forest and Nature,Coronation Park,Meet at corner of Bloor Ave. and Crestwood Pl. ,East,No,English,https://www.afchildrensservices.ca/earlyon-child-and-family-centre/monthly-programming-schedule/,AF Children Services,Kids,Morning,Thursday
2023-12-21,09:30 - 11:00,Barrhaven United Church Playgroup,Barrhaven United Church,3013 Jockvale Rd,West,No,English,https://www.cityviewcentre.ca/playgroups,City View Centre,Kids,Morning,Thursday
2023-12-21,09:30 - 11:00,Groupe de jeu francophone au Centre ON y va !,OCCRC,240 Centrum Blvd,East,No,French,https://events-evenements.crcoc.ca/events-evenements/category/early-on-y-va/,CRCOC,Kids,Morning,Thursday
2023-12-21,09:30 - 11:00,Laroche Park English Playgroup,Laroche Park,51 Stonehurst Ave.,Central,Yes,English,https://www.eventbrite.ca/o/somerset-west-chc-children-and-youth-31905786993,SWCHC,Kids,Morning,Thursday
2023-12-21,09:30 - 11:00,Maison Brantwood,Maison Brantwood,39 Onslow cr.,Central,No,French,https://grandirensemble.ca/services-a-la-petite-enfance-et-a-la-famille/centre-on-y-va-grandir-ensemble/,Grandir ensemble,Kids,Morning,Thursday
2023-12-21,09:30 - 11:30,Playgroup Pinecrest Queensway,Pinecrest Queensway Community Health Centre,1365 Richmond Road,West,No,English,http://www.pqchc.com/children-family-services/early-on/,PQCHC,Kids,Morning,Thursday
2023-12-21,09:30 - 11:30,Playgroup,Cedarwood,2850 Cedarwood Cr.,South,No,English,https://www.seochc.on.ca/programs-and-services/children-and-family/about-early-years-and-earlyon-services/,SEOCHC,Kids,Morning,Thursday
2023-12-21,09:30 - 11:30,Porte ouverte francophone,Western Ottawa Community Resource Centre,2 MacNeil Court,West,No,French,https://wocrc.ca/program/earlyon-cfc-programs-and-workshops/,WOCRC,Kids,Morning,Thursday
2023-12-21,09:30 - 11:30,Open drop-in,Carp Memorial Hall,434 Donald B. Munro Dr.,West,No,English,https://wocrc.ca/program/earlyon-cfc-programs-and-workshops/,WOCRC,Kids,Morning,Thursday
2023-12-21,09:30 - 11:30,Open drop-in,Kanata Beaverbrook Community Centre,1002 Beaverbrook Rd.,West,No,English,https://wocrc.ca/program/earlyon-cfc-programs-and-workshops/,WOCRC,Kids,Morning,Thursday
2023-12-21,09:30 - 11:30,Open drop-in,Constance and Buckham's Bay Community Centre,262 Len Purcell Dr.,West,No,English,https://wocrc.ca/program/earlyon-cfc-programs-and-workshops/,WOCRC,Kids,Morning,Thursday
2023-12-21,09:30 - 11:30,Playgroup Foster Farm,Foster Farm,1065 Ramsey Cres.,West,No,English,http://www.pqchc.com/children-family-services/early-on/,PQCHC,Kids,Morning,Thursday
2023-12-21,09:30 - 12:00,Playgroup,Heatherington Family Centre,1495 Heatherington Rd,South,No,English,https://www.seochc.on.ca/programs-and-services/children-and-family/about-early-years-and-earlyon-services/,SEOCHC,Kids,Morning,Thursday
2023-12-21,09:30 - 13:00,EarlyON Playgroup,Carleton Heights Public School,1660 Prince of Wales Drive, Room 100,South,No,English,https://www.ocdsb.ca/cms/One.aspx?portalId=55478&pageId=212978,OCDSB,Kids,Morning,Thursday
2023-12-21,09:30 - 13:00,EarlyON Playgroup,Featherston Drive Public School,1801 Featherston Drive, Room 123,South,No,English,https://www.ocdsb.ca/cms/One.aspx?portalId=55478&pageId=212978,OCDSB,Kids,Morning,Thursday
